,date,like,view,tag,content
61,2022-06-06,좋아요 1개,조회 0회,"['#리그램', '#범죄도시2', '#절찬상영중', '#마동석', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광', '#음문석', '#김찬형', '#차우진']",.🥳💝🥳900만 축하드려요~~~.👍👍👍🤩🤩🤩🥰🥰🥰이대로 쭉~~~쭉 쭉쭉쭉쭉 1000만 가즈아~~~^^1000만 가좌앙~~~♡♡♡.#리그램 - @aboentertainment by @get_regrammer🎊<범죄도시2> 900만 돌파🎊3주 연속 주말 박스오피스 1위!뜨거운 성원 감사합니다🙇🙇‍♀️🙇‍♂️.#범죄도시2 #절찬상영중#마동석 #손석구 #최귀화 #박지환 #허동원 #하준 #정재광 #음문석 #김찬형 #차우진
62,2022-06-06,좋아요 4개,조회 0회,"['#영화', '#범죄도시2', '#900만돌파', '#축하', '#aboentertainment', '#1100만', '#누구보다빠르게', '#미리축하', '#마동석', '#손석구', '#최귀화', '#허동원', '#박지환', '#정재광', '#하준', '#음문석', '#김찬형', '#차우진']",벌써 900만돌파라니ㄷㄷㄷ1000만돌파 축하는 식상하니 누구보다 빠르게 1100만돌파를 축하해야지ㅋ영화관람권도 생겼는데 쉬는날 범죄도시2 한번 더 보러 가야게따ㅎㅎ#영화 #범죄도시2 #900만돌파 #축하 #aboentertainment #1100만 #누구보다빠르게 #미리축하 #마동석 #손석구 #최귀화 #허동원 #박지환 #정재광 #하준 #음문석 #김찬형 #차우진
63,2022-06-06,좋아요 50개,조회 0회,"['#마동석', '#손석구', '#구씨', '#염미정', '#나의해방일지', '#범죄도시2', '#안으면', '#따뜻해']",(두장)염미정 단백질을 얼마나 먹었으면 성별이 바뀌냐@inssa_bro 👈🏻 놀러오세요#마동석 #손석구 #구씨 #염미정 #나의해방일지 #범죄도시2 #안으면 #따뜻해
64,2022-06-06,좋아요 8개,조회 0회,"['#직장인', '#직장인스타그램', '#직딩', '#2022년', '#6월', '#여름', '#비오는날', '#월요일', '#공휴일', '#현충일', '#휴일', '#성남', '#분당', '#야탑', '#cgv야탑', '#야탑cgv', '#영화', '#범죄도시2', '#혼영얼마만에', '#팝콘']",#직장인 #직장인스타그램 #직딩#2022년 #6월 #여름 #비오는날#월요일 #공휴일 #현충일 #휴일#성남 #분당 #야탑#cgv야탑 #야탑cgv #영화#범죄도시2 아침부터 #혼영얼마만에 극장에서 #팝콘 먹어보는 건지
65,2022-06-06,좋아요 12개,조회 0회,[],"이건 피드박제. 나왔는데 이렇게 보게 될 줄은 몰랐다고🫢 너무죠아서 한강에 다이빙하러갈뻔 (;o;) 긍데 나두 편지든 선물이든 주면서 눈마주치고 말해보고싶따,,,,웅 (그리고 오빠 @sonsukku 버스안에서 셀카찍은거 풀어주세효오 나궁금쓰)"
66,2022-06-06,좋아요 7개,조회 0회,"['#범죄도시2', '#마동석', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광']",영화 정말 오랜만🤭재밌네ㅋㅋ다들 연기를 너뮤 잘하셔#범죄도시2 #마동석 #손석구 #최귀화 #박지환 #허동원 #하준 #정재광
67,2022-06-06,좋아요 5개,조회 0회,"['#충주cgv', '#범죄도시2', '#마녀2']",오랫만에 극장 #충주cgv #범죄도시2 이 시간에 사람 무지 많음 ㅋㅋㅋ 닥터스트레인지는 이미 끝나고 #마녀2 는 어떨지 ㅎㅎ
68,2022-06-06,"좋아요 1,997개",조회 0회,"['#범죄도시2', '#theroundup']",구..구..구..구백만!!!?!?!?!🕊🕊🕊 감사합니다!! ❤️❤️❤️❤️❤️❤️#범죄도시2 #theroundup
69,2022-06-06,좋아요 3개,조회 0회,"['#영화', '#범죄도시2', '#두번째', '#재밌엉^^']",#영화#범죄도시2#두번째#재밌엉^^
70,2022-06-06,좋아요 12개,조회 0회,"['#범죄도시2', '#나의아저씨', '#나의해방일지', '#아레피']",#범죄도시2 백만년만에 영화관.장췐..만큼 무섭진 않았지만..그래도 멋진 연기 ^^근데 저혼자 생각일지 모르지만구씨 특유 걸음새 ^^ 넘 고급져서 안 잔인해보여요. ㅋㅋ#나의아저씨 10번 정도 정주행후 #나의해방일지 봤는데역시 으른이 보는 정서동화같아요. 찐한 위로와 감동.작가님 만세 🙌 🤗 🙆 😀 손석구님 만세 ㅋ말랑이유치원보내고 영화에 커피숍까지 모두 얼마만인지 기억도 안난다요. 😂남편과 또다시 찾은 #아레피 ^^ 데크보고 텐트칠거 생각하는 두부부..진짜 캠핑빠들입니다.
71,2022-06-06,좋아요 85개,조회 0회,"['#김국장의하루_영화', '#조조영화보기🎬', '#범죄도시2', '#가족영화관람', '#이제시작🤗']",.#김국장의하루_영화#조조영화보기🎬 #범죄도시2 😜#가족영화관람#이제시작🤗
72,2022-06-06,좋아요 2개,조회 0회,"['#범죄도시2', '#손석구', '#마동석', '#영화스타그램', '#주말일상']","1은 청불이고 2는 15세이상 관람가라서 그런지 잔인함은 덜했지만, 그래도 잔인하다.(15세 이상 봐도 되는 건가..)1보다는 가벼운 분위기..손석구 배우가 연기를 정말 잘했다고 하는데 난 그래도 장첸이 훨씬 무서웠다.오랜만의 영화라 반갑고,재미는 있었으나..이런 종류의 영화를 보는 건 늘 쉽지 않다(얼굴 가리고 많이 봄)#범죄도시2 #손석구 #마동석 #영화스타그램 #주말일상"
73,2022-06-06,좋아요 5개,조회 0회,[],간만에 영화
74,2022-06-06,좋아요 30개,조회 0회,"['#Repost', '#범죄도시2', '#절찬상영중', '#마동석', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광', '#음문석', '#김찬형', '#차우진']",🎉천만배우 갑시다🎉#Repost @aboentertainment @download.ins---🎊<범죄도시2> 900만 돌파🎊3주 연속 주말 박스오피스 1위!뜨거운 성원 감사합니다🙇🙇‍♀️🙇‍♂️#범죄도시2 #절찬상영중#마동석 #손석구 #최귀화 #박지환 #허동원 #하준 #정재광 #음문석 #김찬형 #차우진
75,2022-06-06,좋아요 12개,조회 0회,"['#손석구', '#손석구배우님', '#범죄도시2', '#강해상', '#900만돌파', '#900만돌파축하🎉', '#천만이_눈앞에', '#영화', '#movie', '#영화추천', '#꿀잼보장', '#🎥']",_800만 넘은지 며칠 만에900만 돌파‼️축하드립니다🥳🎉🎉이대로 쭉 1000만까지♥️..#손석구 #손석구배우님 #범죄도시2 #강해상#900만돌파 #900만돌파축하🎉 #천만이_눈앞에 #영화 #movie #영화추천 #꿀잼보장 #🎥
76,2022-06-06,좋아요 12개,조회 0회,"['#범죄도시2', '#강해상', '#난구씨가좋아', '#눈감고귀막고', '#100분동안내가본건', '#뭐지😅', '#옆에선재밌다고난리', '#별거없는일상', '#❤️']",요즘 자기愛😎. 충만하네. ㅋ15세관람가인데 ..난 15세만도 못한 간땡이~에라이 ~🥹#범죄도시2 #강해상 #난구씨가좋아 #눈감고귀막고 #100분동안내가본건#뭐지😅#옆에선재밌다고난리 #별거없는일상 #❤️
77,2022-06-06,좋아요 5개,조회 0회,"['#눈감고', '#영화봄', '#범죄도시2처음부터', '#이보다더좋을순없다']",#눈감고 #영화봄#범죄도시2처음부터 끝까지 긴장감이 넘쳤던 영화백만년만에 친구들과 함께 영화를 보니#이보다더좋을순없다
78,2022-06-06,좋아요 7개,조회 0회,"['#백만년만에극장데이트', '#범죄도시2', '#내사랑이랑함께❤️', '#심야영화🎬', '#오늘출근실화냐🤦🏻\u200d♀️']",#백만년만에극장데이트 #범죄도시2 #내사랑이랑함께❤️#심야영화🎬#오늘출근실화냐🤦🏻‍♀️
79,2022-06-06,좋아요 106개,조회 0회,"['#손석구', '#범죄도시2', '#범죄도시2무대인사', '#범도2무대인사', '#손석구무대인사', '#손석구무인', '#손석구배우', '#배우손석구', '#seokku', '#sukku', '#나의해방일지', '#구자경', '#myliberationnotes', '#jtbcdrama', '#디피', '#dp', '#넷플릭스추천', '#넷플릭스', '#넷플드라마', '#임지섭', '#netflix', '#netflixoriginal', '#드라마추천', '#범죄도시', '#범죄도시2', '#강해상', '#마동석', '#마석도', '#메가박스', '#씨지브이', '#씨네큐']",범 죄 도 시 9 0 0 만!❤️❤️#손석구 #범죄도시2 #범죄도시2무대인사 #범도2무대인사 #손석구무대인사 #손석구무인 #손석구배우 #배우손석구 #seokku #sukku #나의해방일지 #구자경 #myliberationnotes #jtbcdrama #디피 #dp #넷플릭스추천 #넷플릭스 #넷플드라마 #임지섭 #netflix #netflixoriginal #드라마추천 #범죄도시 #범죄도시2 #강해상 #마동석 #마석도 #메가박스 #씨지브이 #씨네큐
80,2022-06-06,좋아요 20개,조회 0회,"['#규리보내놓고', '#첫영화', '#범죄도시2', '#외식조하', '#봉선동', '#파르코', '#제점수는요🌕🌕🌕🌖🌑', '#롯대백화점서비스굿']",.규리 이모할미집에 보내고봉선동 파르코방문역시 고기중에 고기는남이 구워준고기#규리보내놓고#첫영화#범죄도시2 #외식조하#봉선동#파르코#제점수는요🌕🌕🌕🌖🌑 #롯대백화점서비스굿
81,2022-06-06,좋아요 6개,조회 0회,"['#인천', '#싱싱한게야', '#킹크랩', '#범죄도시2']",#인천#싱싱한게야 에서#킹크랩 잘먹었습니다^^저녁먹고 아버님이랑애들 자는거보고어머님 모시고#범죄도시2 재밌네^^이번에도 아주 잘먹고편하게 푹쉬다 갑니다^^이제 아침먹고 또 대구갈준비 부랴부랴 합시다ㅋㅋ
82,2022-06-06,좋아요 18개,조회 0회,"['#은파호수공원', '#철길마을', '#새만금', '#올드브릭', '#범죄도시2']",군산여행... #은파호수공원 #철길마을 #새만금 #올드브릭 #범죄도시2
83,2022-06-06,좋아요 14개,조회 0회,"['#둘이서', '#메가박스', '#범죄도시2', '#데이트', '#팝콘', '#손이가네ㅠ', '#오늘일상', '#6월6일', '#딸들의', '#집은', '#점심먹고']",몇만년 만인가...영화관 많이 좋아졌네.ㅎ육아에 집안일에이런 여유 누려본적  까마득.오늘까지만...낼부턴 또 일상으로~#둘이서 오붓하게#메가박스 웅천점#범죄도시2#데이트#팝콘#손이가네ㅠ#오늘일상#6월6일 추억쌓기#딸들의 배려#집은 난장판이것지.#점심먹고 오픈해요~♡
84,2022-06-06,좋아요 11개,조회 0회,"['#범죄도시2', '#천만', '#리그램', '#범죄도시2', '#절찬상영중', '#마동석', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광', '#음문석', '#김찬형', '#차우진']",🦊900만 돌파!!!👍👍👏👏🎉🎊🎉🎊🎈#범죄도시2 #천만 으로!!!!⬆️⬆️⬆️💪#리그램 - @aboentertainment by @get_multi_repost🎊<범죄도시2> 900만 돌파🎊3주 연속 주말 박스오피스 1위!뜨거운 성원 감사합니다🙇🙇‍♀️🙇‍♂️#범죄도시2 #절찬상영중#마동석 #손석구 #최귀화 #박지환 #허동원 #하준 #정재광 #음문석 #김찬형 #차우진
85,2022-06-06,좋아요 5개,조회 0회,"['#범죄도시2', '#천만가즈아', '#세번째관람👀', '#🤔😀😃😄😁😆😍🥰😘😛']",#범죄도시2 #천만가즈아 #세번째관람👀 #🤔😀😃😄😁😆😍🥰😘😛
86,2022-06-06,좋아요 10개,조회 0회,"['#범죄도시2', '#1000만가자', '#마동석', '#손석구', '#김지환', '#최귀화', '#cgv']",오랜 만에 공주들과 …비님 오시는 날에…난 n차 관람.#범죄도시2 #1000만가자 #마동석 #손석구 #김지환 #최귀화 #cgv
87,2022-06-06,좋아요 2개,조회 0회,"['#범죄도시2', '#의정부', '#CGV']",#범죄도시2 #의정부 #CGV
88,2022-06-06,좋아요 7개,조회 0회,['#범죄도시2오랜만에'],#범죄도시2오랜만에 극장... 나두본다ㅎㅎㅎ
89,2022-06-06,좋아요 14개,조회 0회,"['#너넨너무자주야', '#엄마는수십년만이니팝콘두개먹어도되.', '#범죄도시2', '#메가박스남양주', '#칠공주와함께']",마지막 영화가 언제인지~~🍿 재미있다고 얘길 많이 들어서 칠공주멤버들과 함께~자녀들이 예매를 해주는터라영화 예매하느라 땀뺐는데가격에 놀라 다시 조조로 예매😅😅아이들이 영화볼때팝콘값이 영화보다 비싸다고 꾸시렁 댔는데맛있네 ㅋㅋ😋..#너넨너무자주야 #엄마는수십년만이니팝콘두개먹어도되.#범죄도시2 #메가박스남양주 #칠공주와함께
90,2022-06-06,좋아요 2개,조회 0회,"['#범죄도시2', '#Repost', '#범죄도시2', '#절찬상영중', '#마동석', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광', '#음문석', '#김찬형', '#차우진']",와 드디어 900만팬데믹이후 첫 천만 가즈아 #범죄도시2 👍#Repost @aboentertainment ——🎊<범죄도시2> 900만 돌파🎊3주 연속 주말 박스오피스 1위!뜨거운 성원 감사합니다🙇🙇‍♀️🙇‍♂️#범죄도시2 #절찬상영중#마동석 #손석구 #최귀화 #박지환 #허동원 #하준 #정재광 #음문석 #김찬형 #차우진
91,2022-06-06,좋아요 6개,조회 0회,"['#범죄도시2', '#절찬상영중', '#마동석', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광', '#음문석', '#김찬형', '#차우진']",@aboentertainment by @easy_repost_app----------------------------------------🎊<범죄도시2> 900만 돌파🎊3주 연속 주말 박스오피스 1위!뜨거운 성원 감사합니다🙇🙇‍♀️🙇‍♂️#범죄도시2 #절찬상영중#마동석 #손석구 #최귀화 #박지환 #허동원 #하준 #정재광 #음문석 #김찬형 #차우진
92,2022-06-06,좋아요 16개,조회 0회,"['#범죄도시2', '#극장절찬상영중', '#900만돌파', '#오늘도무대인사는계속', '#천만기원합니다🙏']",#범죄도시2 #극장절찬상영중#900만돌파 #오늘도무대인사는계속#천만기원합니다🙏
93,2022-06-06,좋아요 2개,조회 0회,"['#손석구', '#오늘도구이팅!', '#범죄도시2']",얼굴다쓰는구씨#손석구 #오늘도구이팅! #범죄도시2
94,2022-06-06,좋아요 10개,조회 0회,"['#혼영', '#범죄도시2', '#포켓몬스터', '#애미는바쁘다', '#오늘도화이팅']",어제는 혼자 심야영화오늘은 아이들과 조조영화연휴는 참 바빠#혼영 #범죄도시2 #포켓몬스터 #애미는바쁘다 #오늘도화이팅
95,2022-06-05,좋아요 12개,조회 0회,[],코로나땜에 영화관 거의 2-3년만에 가는거라기분 좋아가지고 사진 찍어달라고 하니깐 영화관 처음와보냐면서 꼽주는 남자친구랑 범죄도시2 😑
96,2022-06-06,좋아요 27개,조회 0회,"['#범죄도시2', '#10년만의', '#부부', '#영화관나들이', '#CGV화정', '#팝콘반반🍿', '#액션최고👍']",.정말 오랜만에 피드를 올리게 되었어요 🥲그동안  단기알바도 나가고 바쁜 하루하루를 보냈네요인태기도 살짝 왔었나봐요 🥺🥺 다시 열심히 불끈👊.어제 밤에 신랑과 단둘이서 범죄도시2를 보고왔어요 아이 임신때 영화 파파로티를 본 이후로 단둘이 영화보러 온 건 10년만이네요...ㅎㅎ이제 아이가 혼자 집에 있을 수 있으니 이런 날도 오네요💕.오랜만에 넘 재미있던 영화나들이였어요 🤗.남은 연휴 즐겁게 보내세요🤎🤎#범죄도시2#10년만의#부부#영화관나들이#CGV화정#팝콘반반🍿#액션최고👍
97,2022-06-06,좋아요 167개,조회 0회,"['#범죄도시2', '#절찬상영중', '#마동석', '#손석구', '#최귀화', '#박지환', '#허동원', '#하준', '#정재광', '#음문석', '#김찬형', '#차우진']",🎊<범죄도시2> 900만 돌파🎊3주 연속 주말 박스오피스 1위!뜨거운 성원 감사합니다🙇🙇‍♀️🙇‍♂️@aboentertainment by @easy_repost_app----------------------------------------🎊<범죄도시2> 900만 돌파🎊3주 연속 주말 박스오피스 1위!뜨거운 성원 감사합니다🙇🙇‍♀️🙇‍♂️#범죄도시2 #절찬상영중#마동석 #손석구 #최귀화 #박지환 #허동원 #하준 #정재광 #음문석 #김찬형 #차우진
98,2022-06-06,좋아요 12개,조회 0회,"['#수빈일상기록ㅎㅇ', '#다시오후', '#메가박스', '#범죄도시2', '#인생네컷']",20220605 #수빈일상기록ㅎㅇ 상지 6년만~이맹이랑 하루종일 데이트❤️#다시오후#메가박스#범죄도시2#인생네컷
99,2022-06-06,좋아요 119개,조회 0회,"['#범죄도시2', '#안성cgv', '#영화', '#cgv', '#마동석', '#영화스타그램', '#소통스타그램', '#일상스타그램', '#아빠그램', '#육아아빠', '#선팔환영', '#아들스타그램', '#육아스타그램', '#육아소통', '#키즈스타그램', '#11살아들', '#딸스타그램', '#닭띠딸', '#6살차이남매', '#5살딸', '#유군스타그램', '#유블리스타그램']",어제밤 연휴의 흔적을 남기기위해아이들은 뽀실이와 할머니네 두고서엄마아빠만 급 야간 영화보러 고고1편에 기대했던 탓인가 내 기준엔조금은 너무 폭력적이었지만그래도 오랜만에 영화관에사람이 많아 좋았습니다🙈😆🙋‍♂️🙋‍♀️#범죄도시2#안성cgv#영화#cgv#마동석#영화스타그램#소통스타그램#일상스타그램#아빠그램#육아아빠#선팔환영#아들스타그램#육아스타그램#육아소통#키즈스타그램#11살아들#딸스타그램#닭띠딸#6살차이남매#5살딸#유군스타그램#유블리스타그램
